rcid,session,date,unres,me,nu,di,hr,co,ec
4242,55,11/3/2000,R/55/29,0,0,1,0,0,0
4309,56,11/6/2001,R/56/20,0,0,1,0,0,0
2795,40,11/4/1985,R/40/12,0,0,0,0,0,0
2958,41,11/4/1986,R/41/33,0,0,0,0,0,0
3110,42,11/3/1987,R/42/15,0,0,0,0,0,0
3662,46,8/3/1992,R/46/242,0,0,0,0,0,0
3725,47,12/6/1992,R/47/121,0,0,0,0,0,0
3784,48,12/2/1993,R/48/88,0,0,0,0,0,0
3805,49,11/5/1994,R/49/10,0,0,0,0,0,0
4033,51,12/3/1996,R/51/203,0,0,0,0,0,0
2793,40,11/3/1985,R/40/7,0,0,0,0,0,0
2948,41,10/3/1986,R/41/6,0,0,0,0,0,0
3102,42,10/4/1987,R/42/3,0,0,0,0,0,0
3254,43,11/5/1988,R/43/19,0,0,0,0,0,0
3391,44,11/5/1989,R/44/22,0,0,0,0,0,0
4828,62,3/14/2008,R/62/243,0,0,0,0,0,0
3823,49,12/6/1994,R/49/43,0,0,0,0,1,0
5180,66,2/16/2012,R/66/253,1,0,0,0,0,0
4545,59,12/20/2004,R/59/173,1,0,0,0,0,0
3578,45,12/4/1990,R/45/170,0,0,0,1,1,0
3293,43,12/3/1988,R/43/58A,1,0,0,0,1,0
3424,44,12/6/1989,R/44/48A,1,0,0,0,1,0
3553,45,12/3/1990,R/45/74A,1,0,0,0,1,0
3620,46,12/2/1991,R/46/47A,1,0,0,0,1,0
3709,47,12/2/1992,R/47/70A,1,0,0,0,1,0
3752,48,12/6/1993,R/48/41A,1,0,0,0,1,0
3816,49,12/6/1994,R/49/36A,1,0,0,0,1,0
3890,50,12/4/1995,R/50/29A,1,0,0,0,1,0
4019,51,12/6/1996,R/51/131,1,0,0,0,1,0
4512,58,12/3/2003,R/58/23,1,0,0,0,0,0
4583,59,12/1/2004,R/59/33,1,0,0,0,0,0
4835,63,11/26/2008,R/63/31,1,0,0,0,0,0
4986,64,12/2/2009,R/64/21,1,0,0,0,0,0
5054,65,11/30/2010,R/65/18,1,0,0,0,0,0
5138,66,11/30/2011,R/66/19,1,0,0,0,0,0
5188,67,11/30/2012,R/67/25,1,0,0,0,0,0
5250,68,11/26/2013,R/68/17,1,0,0,0,0,0
5320,69,11/25/2014,R/69/25,1,0,0,0,0,0
5401,70,11/24/2015,R/70/17,1,0,0,0,0,0
4783,62,12/10/2007,R/62/85,1,0,0,0,0,0
5344,69,12/2/2014,R/69/66,0,1,1,0,0,0
5092,65,12/10/2010,R/65/119,0,0,0,0,1,0
1737,31,12/7/1976,R/31/207C,0,0,0,0,0,0
2617,38,12/1/1983,R/38/49,0,0,0,0,1,0
2613,38,12/3/1983,R/38/108,0,0,0,1,0,0
1644,30,12/5/1975,R/30/3533,0,0,0,0,0,0
2605,38,12/7/1983,R/38/202,0,0,0,0,0,1
2608,38,11/5/1983,R/38/25,0,0,0,0,1,1
2585,38,12/2/1983,R/38/83A,1,0,0,0,0,0
2567,38,12/7/1983,R/38/188F,0,0,1,0,0,0
438,10,12/1/1955,R/10/433A,0,0,0,0,0,0
444,10,12/1/1955,R/10/434D,0,0,0,0,0,0
446,10,12/1/1955,R/10/435A,0,0,0,0,0,0
451,10,12/1/1955,R/10/436A,0,0,0,0,0,0
448,10,12/1/1955,R/10/435C,0,0,0,0,0,0
447,10,12/1/1955,R/10/435B,0,0,0,0,0,0
442,10,12/1/1955,R/10/434B,0,0,0,0,0,0
440,10,12/1/1955,R/10/433C,0,0,0,0,0,0
443,10,12/1/1955,R/10/434C,0,0,0,0,0,0
439,10,12/1/1955,R/10/433B,0,0,0,0,0,0
452,10,12/1/1955,R/10/436B,0,0,0,0,0,0
450,10,12/1/1955,R/10/435E,0,0,0,0,0,0
461,11,11/6/1956,R/11/4B,0,0,0,0,0,0
449,10,12/1/1955,R/10/435D,0,0,0,0,0,0
441,10,12/1/1955,R/10/434A,0,0,0,0,0,0
445,10,12/1/1955,R/10/434E,0,0,0,0,0,0
453,10,12/1/1955,R/10/436C,0,0,0,0,0,0
460,11,11/6/1956,R/11/4A,0,0,0,0,0,0
1665,31,12/1/1976,R/31/44,0,0,0,0,1,0
462,11,11/6/1956,R/11/4C,0,0,0,0,0,0
812,17,11/7/1962,,0,1,1,0,0,0
345,7,12/7/1952,R/7/425,0,0,0,0,1,0
884,20,11/5/1965,,0,0,0,0,0,0
930,21,11/5/1966,,0,0,0,0,0,0
705,15,4/3/1961,R/15/378,0,0,0,0,0,0
885,20,11/5/1965,,0,0,0,0,0,0
841,17,12/2/1962,R/17/1166B,0,0,0,0,1,0
483,11,12/2/1956,R/11/527,0,0,0,0,0,0
555,13,11/2/1958,R/13/430B,0,1,1,0,0,0
735,16,10/6/1961,R/16/521,0,0,0,0,0,0
281,5,12/1/1950,R/5/604,0,0,0,0,0,0
929,21,11/5/1966,,0,0,0,0,0,0
407,9,12/2/1954,R/9/442,0,0,0,0,0,0
698,15,4/6/1961,R/15/326B,0,0,0,0,0,0
783,16,12/2/1961,R/16/1179,0,0,0,0,0,0
868,18,12/5/1963,,0,0,0,0,0,0
546,13,10/6/1958,R/13/387,0,0,0,0,0,1
9041,15,9/6/1960,ESS/4/102B,0,0,0,0,0,0
952,21,12/6/1966,R/21/2220,0,0,0,0,0,0
9021,11,11/4/1956,ESS/1/71B,0,0,1,0,0,0
9024,11,11/1/1956,ESS/1/126B,1,0,0,0,0,0
182,4,11/6/1949,R/4/211,0,0,0,0,0,1
609,14,12/2/1959,R/14/746A,0,0,0,0,1,0
286,5,12/3/1950,R/5/660,0,0,0,0,0,0
289,5,2/2/1951,R/5/696,0,0,0,0,0,0
377,8,11/4/1953,R/8/293B,0,0,0,0,1,0
421,9,12/2/1954,R/9/537,0,0,0,0,0,0
9006,2,5/2/1947,SS/1/176B,1,0,0,0,0,0
593,14,11/6/1959,R/14/590,0,1,1,0,0,0
605,14,12/6/1959,R/14/707,0,0,0,0,1,0
71,2,11/4/1947,R/2/1169,0,0,0,0,0,0
9013,3,5/5/1948,SS/2/44,1,0,0,0,0,0
860,18,11/2/1963,R/18/1909,0,1,1,0,0,0
920,20,12/6/1965,,0,0,0,0,0,0
134,3,12/4/1948,R/3/1042,0,0,0,0,1,0
9012,3,5/5/1948,SS/2/36,1,0,0,0,0,0
257,5,12/4/1950,R/5/519,0,0,0,0,0,0
298,6,1/2/1952,R/6/326B,0,0,0,0,0,0
928,21,11/7/1966,,0,1,1,0,0,0
150,3,5/7/1949,R/3/455,0,0,0,0,0,0
516,12,11/3/1957,R/12/461,0,1,1,0,0,0
673,15,12/7/1960,R/15/1492A,0,1,1,0,0,0
311,6,2/4/1952,R/6/469,0,0,0,0,0,0
674,15,12/7/1960,R/15/1492B,0,1,1,0,0,0
675,15,12/7/1960,R/15/1492C,0,1,1,0,0,0
62,2,11/1/1947,R/2/1078A,0,0,0,0,0,0
63,2,11/1/1947,R/2/1078B,0,0,0,0,0,0
66,2,11/1/1947,R/2/1079C,0,0,0,0,0,0
67,2,11/1/1947,R/2/1080,0,0,0,0,0,0
25,1,12/6/1946,R/1/1264,0,0,0,0,0,0
528,12,11/4/1957,R/12/541,0,0,0,0,1,0
529,12,11/4/1957,R/12/547,0,0,0,0,1,0
570,13,12/1/1958,R/13/627B,0,0,0,0,1,0
736,16,10/6/1961,R/16/527,0,1,0,0,0,0
960,21,12/6/1966,R/21/2224,0,0,0,0,0,0
365,7,12/2/1952,R/7/716,0,0,0,0,0,0
539,12,12/7/1957,R/12/624,0,0,0,0,0,0
171,3,5/3/1949,R/3/595,0,0,0,0,1,0
64,2,11/1/1947,R/2/1079A,0,0,0,0,0,0
65,2,11/1/1947,R/2/1079B,0,0,0,0,0,0
310,6,2/4/1952,R/6/455,0,0,0,0,0,0
346,7,12/7/1952,R/7/426,0,0,0,0,1,0
411,9,12/3/1954,R/9/469,0,0,0,0,0,0
502,11,2/3/1957,R/11/1163,0,0,0,0,1,0
538,12,12/7/1957,R/12/623,0,0,0,0,1,0
554,13,11/2/1958,R/13/430A,0,1,1,0,0,0
557,13,11/5/1958,R/13/451,0,0,0,0,0,0
567,13,12/1/1958,R/13/621,0,0,0,0,0,0
670,15,12/6/1960,R/15/1429D,0,0,0,0,1,0
737,16,11/5/1961,R/16/568,0,1,0,0,0,0
738,16,11/7/1961,R/16/606,0,1,1,0,0,0
772,16,12/2/1961,R/16/1141,0,0,0,0,1,0
782,16,12/2/1961,R/16/1173,0,0,0,0,0,0
861,18,11/2/1963,R/18/1911,0,1,1,0,0,0
869,18,12/6/1963,R/18/1964,0,0,0,0,0,0
886,20,11/7/1965,,0,1,1,0,0,0
887,20,11/3/1965,,0,0,1,0,0,0
889,20,12/2/1965,,0,1,1,0,0,0
890,20,12/2/1965,,0,1,1,0,0,0
888,20,12/2/1965,,0,0,1,0,0,0
908,20,12/3/1965,,0,0,0,0,0,0
919,20,12/6/1965,,0,0,0,0,0,0
151,3,5/2/1949,R/3/501A,0,0,0,0,0,0
297,6,1/2/1952,R/6/326A,0,0,0,0,0,0
595,14,11/7/1959,R/14/600,0,1,1,0,0,0
820,17,11/7/1962,R/17/686D,0,1,1,0,0,0
721,15,4/5/1961,R/15/497B,0,0,0,0,0,0
740,16,11/2/1961,R/16/806,0,1,1,0,0,0
517,12,11/3/1957,R/12/461,0,1,1,0,0,0
722,15,4/5/1961,R/15/497C,0,0,0,0,0,0
252,5,11/2/1950,R/5/347,0,0,0,0,0,0
48,2,10/6/1947,R/2/461,0,0,0,0,0,0
86,3,11/6/1948,R/3/469A,0,1,0,0,0,0
9007,3,5/5/1948,SS/2/33,1,0,0,0,0,0
106,3,12/3/1948,R/3/708,0,0,0,0,0,0
428,10,10/3/1955,R/10/257,0,0,0,0,0,0
9026,11,11/3/1956,ESS/2/77A,0,0,0,0,0,0
233,4,12/3/1949,R/4/606E,1,0,0,0,0,0
9009,3,5/5/1948,SS/2/34B,1,0,0,0,0,0
347,7,12/1/1952,R/7/450A,0,0,0,1,0,0
826,17,12/6/1962,R/17/1088,0,0,0,0,0,1
858,18,11/7/1963,R/18/1903A,0,0,0,0,0,0
403,9,11/4/1954,R/9/326,0,0,0,0,0,0
672,15,12/7/1960,R/15/1479,0,0,0,0,0,0
61,2,11/6/1947,R/2/940B,0,0,0,0,0,0
584,14,10/1/1959,R/14/528,0,0,0,1,0,0
784,16,1/4/1962,R/16/1345,0,0,0,0,1,0
855,18,10/4/1963,,0,0,0,0,0,0
481,11,11/4/1956,R/11/307,0,0,0,0,0,0
485,11,12/3/1956,R/11/675,0,0,0,0,0,0
521,12,11/4/1957,R/12/514,0,0,0,0,0,0
693,15,4/6/1961,R/15/324B,,,,,,
488,11,1/7/1957,R/11/870,0,0,0,0,0,0
604,14,12/6/1959,R/14/704,0,0,0,0,0,0
490,11,1/2/1957,R/11/958,1,0,0,0,0,0
940,21,12/7/1966,,0,0,0,0,1,0
642,15,10/1/1960,R/15/775,0,0,0,0,0,0
360,7,12/2/1952,R/7/490,0,0,0,0,0,1
363,7,12/2/1952,R/7/495B,0,0,0,0,0,1
601,14,12/2/1959,R/14/637B,0,0,0,0,0,0
563,13,12/7/1958,R/13/565A,0,0,0,0,0,1
564,13,12/7/1958,R/13/565B,0,0,0,0,0,1
105,3,12/3/1948,R/3/701,0,0,0,0,0,1
770,16,12/1/1961,R/16/1114C,0,0,0,0,0,1
832,17,12/5/1962,R/17/1134,0,0,0,0,0,1
524,12,11/1/1957,R/12/529,0,0,0,0,0,1
565,13,12/7/1958,R/13/565C,0,0,0,0,0,1
300,6,1/2/1952,R/6/338,0,0,0,0,0,1
361,7,12/2/1952,R/7/492,0,0,0,0,0,0
600,14,12/2/1959,R/14/637A,0,0,0,0,0,1
955,21,12/6/1966,,0,0,0,0,0,0
87,3,11/6/1948,R/3/469B,0,1,0,0,0,0
9008,3,5/5/1948,SS/2/34A,1,0,0,0,0,0
633,15,10/6/1960,R/15/560B,0,0,0,0,0,0
185,4,11/1/1949,R/4/264B,0,0,0,0,0,0
751,16,11/6/1961,R/16/888A,0,0,0,0,0,0
429,10,10/3/1955,R/10/258,0,0,0,0,1,1
703,15,4/3/1961,R/15/377A,0,0,0,0,0,0
241,5,10/7/1950,R/5/233B,0,0,0,0,0,0
9027,11,11/3/1956,ESS/2/77B,0,0,0,1,0,0
616,14,12/2/1959,R/14/773A,0,0,0,0,1,0
912,20,12/6/1965,,0,0,0,1,0,0
9010,3,5/5/1948,SS/2/35A,1,0,0,0,0,0
75,2,11/5/1947,R/2/1306A,0,0,0,1,0,0
167,3,5/3/1949,R/3/592B,0,0,0,0,1,0
419,9,12/6/1954,R/9/504,0,0,0,0,0,1
287,5,12/3/1950,R/5/663,0,0,0,0,0,0
35,1,12/7/1946,R/1/1327,0,0,0,0,1,0
9022,11,11/5/1956,ESS/1/89,0,0,0,0,0,0
173,3,5/4/1949,R/3/608,0,0,0,0,1,0
474,11,11/1/1956,R/11/188,0,0,0,1,0,0
535,12,12/6/1957,R/12/596,0,0,0,0,0,0
9014,16,8/1/1961,SS/3/139,0,0,0,0,0,0
866,18,12/4/1963,R/18/1956,0,0,0,0,1,0
739,16,11/7/1961,R/16/658,0,0,0,0,1,0
839,17,12/1/1962,R/17/1156,0,0,0,0,1,0
917,20,12/6/1965,,0,0,0,0,0,0
504,11,9/6/1957,R/11/1476,0,0,0,0,0,0
562,13,12/7/1958,R/13/546,0,0,0,0,0,0
803,16,6/3/1962,R/16/1549B,0,0,0,0,1,0
493,11,1/5/1957,R/11/1021B,0,0,0,1,0,0
175,4,10/4/1949,R/4/117,0,0,0,0,0,0
386,8,12/4/1953,R/8/425,0,0,0,0,0,0
946,21,12/3/1966,R/21/2200A,0,0,0,1,0,0
127,3,12/2/1948,R/3/933,0,0,0,1,0,0
947,21,12/3/1966,R/21/2200B,0,0,0,1,0,0
948,21,12/3/1966,R/21/2200C,0,0,0,1,0,0
368,8,10/3/1953,R/8/257,0,0,0,1,0,0
484,11,12/5/1956,R/11/587,0,0,0,1,0,0
913,20,12/6/1965,,0,0,0,1,0,0
149,3,5/6/1949,R/3/426,0,0,0,0,0,0
217,4,12/3/1949,R/4/371C,0,0,0,0,0,0
350,7,12/1/1952,R/7/451,0,0,0,1,0,0
367,8,10/3/1953,R/8/255,0,0,0,1,0,0
825,17,12/5/1962,R/17/1045,0,0,0,0,0,0
594,14,11/6/1959,R/19/595,0,0,0,0,0,1
956,21,12/6/1966,,0,0,0,0,0,0
586,14,11/6/1959,R/14/585A,0,1,1,0,0,0
270,5,12/5/1950,R/5/548A,0,0,0,0,1,0
242,5,10/7/1950,R/5/233C,0,0,0,0,0,0
694,15,4/6/1961,R/15/325A,0,0,0,0,0,0
718,15,4/5/1961,R/15/495,0,0,0,0,0,0
9028,11,11/3/1956,ESS/2/78A,0,0,0,0,0,0
617,14,12/2/1959,R/14/773B,0,0,0,0,1,0
9011,3,5/5/1948,SS/2/35B,1,0,0,0,0,0
479,11,11/1/1956,R/11/195,0,0,0,0,0,0
325,7,11/4/1952,R/7/182,0,0,0,0,0,0
700,15,4/6/1961,R/15/327,0,0,0,0,0,0
771,16,12/2/1961,R/16/1138,0,0,0,0,0,0
707,15,4/4/1961,R/15/434B,0,0,0,0,1,0
284,5,12/2/1950,R/5/631B,0,0,0,0,1,0
292,6,12/5/1951,R/6/229,0,0,0,0,0,0
456,10,12/2/1955,R/10/462,0,0,0,0,0,0
681,15,4/5/1961,R/15/1596,0,0,0,0,1,0
807,17,10/7/1962,R/17/484,0,0,0,0,1,0
856,18,11/2/1963,R/18/1889,0,0,0,0,1,0
863,18,12/3/1963,R/18/1913,0,0,0,0,1,0
935,21,12/6/1966,,0,0,0,0,1,0
962,21,12/7/1966,R/21/2231,0,0,0,0,1,0
383,8,11/7/1953,R/8/325A,0,0,0,0,1,0
398,9,10/7/1954,R/9/249,0,0,0,0,1,0
486,11,12/4/1956,R/11/692,1,0,0,0,0,0
417,9,12/6/1954,R/9/498C,0,0,0,0,0,0
357,7,12/2/1952,R/7/472B,0,0,0,0,0,0
676,15,12/7/1960,R/15/1493A,0,0,0,0,0,0
914,20,12/6/1965,,0,0,1,0,1,0
81,3,11/5/1948,R/3/393A,0,0,0,0,1,0
599,14,12/2/1959,R/14/632,0,0,0,0,1,0
661,15,12/2/1960,R/15/1293,0,0,0,0,1,0
82,3,11/5/1948,R/3/393B,0,0,0,0,1,0
271,5,12/5/1950,R/5/548B,0,0,0,0,1,0
279,5,12/1/1950,R/5/601A,0,0,0,1,1,0
500,11,2/1/1957,R/11/1227,0,0,0,0,1,0
83,3,11/5/1948,R/3/393C,0,0,0,0,1,0
272,5,12/5/1950,R/5/548C,0,0,0,0,1,0
280,5,12/1/1950,R/5/601B,0,0,0,0,1,0
84,3,11/5/1948,R/3/394,0,0,0,0,1,0
273,5,12/5/1950,R/5/549A,0,0,0,0,1,0
181,4,11/5/1949,R/4/189B,0,0,0,0,1,0
274,5,12/5/1950,R/5/549B,0,0,0,0,0,0
665,15,12/5/1960,R/15/1388,0,0,0,0,1,0
900,20,12/1/1965,,0,0,0,0,0,0
380,8,11/6/1953,R/8/320,0,0,0,0,0,0
303,6,1/1/1952,R/6/349B,0,0,0,0,1,0
275,5,12/5/1950,R/5/549C,0,0,0,0,1,0
532,12,11/4/1957,R/12/557B,1,0,0,0,1,0
794,16,2/3/1962,R/16/1376,0,0,0,0,1,0
880,20,11/7/1965,,0,0,0,0,1,0
571,13,3/6/1959,R/13/642A,0,0,0,0,0,0
713,15,4/5/1961,R/15/456,0,0,0,0,1,0
857,18,11/2/1963,R/18/1899,0,0,1,0,1,0
677,15,12/7/1960,R/15/1493B,0,0,0,0,0,0
659,15,12/2/1960,R/15/1291,0,0,0,1,1,0
904,20,12/1/1965,,0,0,0,0,0,0
38,1,12/7/1946,R/1/1357,0,0,0,0,1,0
54,2,11/6/1947,R/2/651,0,0,0,0,1,0
55,2,11/6/1947,R/2/667,0,0,0,0,1,0
922,21,10/6/1966,,0,0,0,0,1,0
306,6,1/2/1952,R/6/375A,0,0,0,0,1,0
354,7,12/2/1952,R/7/491A,0,0,0,0,0,0
401,9,11/3/1954,R/9/306B,0,0,0,0,1,0
269,5,12/5/1950,R/5/547,0,0,0,0,1,0
916,20,12/6/1965,,0,0,0,0,1,0
337,7,12/5/1952,R/7/355,0,0,0,0,1,0
390,8,12/6/1953,R/8/455,0,0,0,0,1,0
491,11,1/6/1957,R/11/965,1,0,0,0,1,0
660,15,12/2/1960,R/15/1292,0,0,0,0,1,0
679,15,3/1/1961,R/15/1593,0,0,0,0,1,0
714,15,4/5/1961,R/15/457,0,0,0,0,0,0
716,15,4/5/1961,R/15/465,0,0,0,0,1,0
733,16,10/2/1961,R/16/494,0,0,0,0,0,0
764,16,12/1/1961,R/16/1105A,0,0,0,0,1,0
853,18,10/4/1963,R/18/1883,0,0,0,0,1,0
873,18,12/3/1963,R/18/1978B,0,0,0,1,1,0
895,20,12/1/1965,,0,0,0,0,1,0
907,20,12/2/1965,,0,0,0,0,1,0
809,17,10/5/1962,R/17/655,0,0,0,0,1,0
883,20,11/6/1965,,0,0,0,0,1,0
307,6,1/2/1952,R/6/375B,0,0,0,0,1,0
384,8,11/7/1953,R/8/325B,0,0,0,0,1,0
457,10,12/2/1955,R/10/464A,0,0,0,0,1,0
833,17,12/5/1962,R/17/1148,0,0,0,0,1,0
896,20,12/1/1965,,0,0,0,0,0,0
915,20,12/6/1965,,0,0,0,0,1,0
572,13,3/6/1959,R/13/642B,0,0,0,0,0,0
523,12,11/1/1957,R/12/517B,0,0,0,0,1,0
663,15,12/5/1960,R/15/1387A,0,0,0,0,1,0
180,4,11/5/1949,R/4/189A,0,0,0,0,1,0
301,6,1/1/1952,R/6/348,0,0,0,0,1,0
499,11,2/2/1957,R/11/1179,0,0,0,0,1,0
515,12,10/1/1957,R/12/369,0,0,0,0,1,0
608,14,12/2/1959,R/14/726,0,0,0,0,1,0
901,20,12/1/1965,,0,0,0,0,0,0
214,4,12/3/1949,R/4/461,0,0,0,0,1,0
957,21,12/6/1966,,0,0,0,0,0,0
611,14,12/2/1959,R/14/746C,0,0,0,0,1,0
308,6,1/7/1952,R/6444A,0,0,0,0,0,0
458,10,12/2/1955,R/10/465,0,0,0,0,0,0
9029,11,11/3/1956,ESS/2/78B,0,0,0,0,0,0
727,15,4/5/1961,R/15/508A,0,0,0,0,0,0
709,15,4/5/1961,R/15/449A,1,0,0,0,0,0
603,14,12/4/1959,R/14/647,0,0,0,0,0,0
9003,2,5/6/1947,SS/1/115,1,0,0,0,0,0
72,2,11/4/1947,R/2/1170,0,0,0,0,0,0
385,8,12/7/1953,R/8/417,0,0,0,0,0,0
757,16,12/4/1961,R/16/1068B,0,0,0,0,0,0
487,11,12/2/1956,R/11/723,0,0,0,0,0,0
926,21,10/4/1966,,0,0,0,0,1,0
44,1,12/1/1946,R/1/1453,0,0,0,0,0,0
602,14,12/2/1959,R/14/641,0,0,0,0,0,0
777,16,12/2/1961,R/16/1153,0,0,0,0,0,0
133,3,12/3/1948,R/3/1002,0,0,0,0,0,0
726,15,4/5/1961,R/15/506B,0,0,0,0,0,0
728,15,4/5/1961,R/15/508B,0,0,0,0,0,0
9015,18,6/4/1963,SS/4/23A,0,0,0,0,0,0
9016,18,6/4/1963,SS/4/23B,0,0,0,0,0,0
9017,18,6/4/1963,SS/4/23C,0,0,0,0,0,0
433,10,11/5/1955,R/10/291B,0,0,0,0,0,0
678,15,12/7/1960,R/15/1504,0,0,0,0,0,0
779,16,12/2/1961,R/16/1156B,0,0,0,0,0,0
781,16,12/2/1961,R/16/1162,0,0,0,0,0,0
115,3,12/6/1948,R/3/757,0,0,0,0,0,0
537,12,12/7/1957,R/12/617B,0,0,0,0,0,0
717,15,4/5/1961,R/15/483,0,0,0,0,0,0
405,9,12/3/1954,R/9/360,0,0,0,0,0,0
566,13,12/1/1958,R/13/598,0,0,0,0,0,0
780,16,12/2/1961,R/16/1158,0,0,0,0,0,0
854,18,10/1/1963,R/18/1885,0,0,0,0,0,0
865,18,12/4/1963,R/18/1948,0,0,0,0,0,0
875,18,12/3/1963,R/18/1983B,0,0,0,0,0,0
918,20,12/6/1965,,0,0,0,0,0,0
132,3,12/3/1948,R/3/997,0,0,0,0,0,0
391,8,12/6/1953,R/8/461,0,0,0,0,0,0
844,17,12/3/1962,R/17/1199,0,0,0,0,0,0
958,21,12/6/1966,,0,0,0,0,0,0
309,6,1/7/1952,R/6/444B,0,0,0,0,0,0
9030,11,11/3/1956,ESS/2/78C,0,0,0,0,0,0
612,14,12/2/1959,R/14/746D,0,0,0,0,1,0
761,16,12/7/1961,R/16/1077,0,0,0,0,0,0
766,16,12/1/1961,R/16/1108,0,0,0,0,0,1
282,5,12/2/1950,R/5/629,0,0,0,0,1,0
520,12,11/1/1957,R/12/490B,0,0,1,0,0,0
93,3,11/6/1948,R/3/497,0,0,0,0,0,0
144,3,4/7/1949,R/3/163,0,0,0,0,0,0
122,3,12/1/1948,R/3/851,0,0,0,1,1,0
934,21,12/6/1966,,0,0,0,0,0,0
561,13,12/5/1958,R/13/478B,0,0,0,0,0,0
406,9,12/3/1954,R/9/361,0,0,0,0,0,0
530,12,11/4/1957,R/12/553,0,0,0,0,0,0
76,2,11/5/1947,R/2/1306B,0,0,0,1,0,0
871,18,12/2/1963,R/18/1967B,0,0,0,0,0,0
959,21,12/6/1966,,0,0,0,0,0,0
129,3,12/3/1948,R/3/993B,1,0,0,0,0,0
541,13,9/4/1958,R/13/106A,0,0,0,0,0,0
542,13,9/4/1958,R/13/106B,0,0,0,0,0,0
560,13,12/5/1958,R/13/478A,0,0,0,0,0,0
9023,11,11/1/1956,ESS/1/126A,0,0,0,0,0,0
435,10,11/4/1955,R/10/370,0,0,0,0,0,0
494,11,2/5/1957,R/11/1094A,1,0,0,0,0,0
495,11,2/5/1957,R/11/1094B,1,0,0,0,0,0
503,11,3/4/1957,R/11/1314,0,0,0,0,0,0
909,20,12/3/1965,,0,0,0,1,0,0
587,14,11/6/1959,R/14/585B,0,1,0,0,0,0
533,12,12/5/1957,R/12/588A,0,0,0,0,0,0
285,5,12/2/1950,R/5/652,0,1,1,0,0,0
671,15,12/7/1960,R/15/1478,0,0,0,0,0,0
505,11,9/3/1957,R/12/6,0,0,0,0,0,0
588,14,11/6/1959,R/14/585C,0,1,0,0,0,0
496,11,2/4/1957,R/11/1105,0,0,0,0,1,0
749,16,11/5/1961,R/16/876,0,0,0,0,1,0
589,14,11/6/1959,R/14/586A,0,1,0,0,0,0
923,21,10/4/1966,,0,0,0,0,1,0
925,21,10/4/1966,,0,0,0,0,1,0
989,22,12/1/1967,R/22/2298,0,0,0,0,0,1
7,1,1/2/1946,R/1/295,,,,,,
56,2,11/1/1947,R/2/719,0,0,0,0,1,0
801,16,6/3/1962,R/16/1548,0,0,0,0,1,0
706,15,4/4/1961,R/15/434A,0,0,0,0,1,0
789,16,2/6/1962,R/16/1356,0,0,0,0,0,0
954,21,12/6/1966,,0,0,0,0,0,0
37,1,12/7/1946,R/1/1356,0,0,0,0,1,0
3,1,1/1/1946,R/1/66,0,0,0,0,0,0
6,1,1/4/1946,R/1/107,0,0,0,1,0,0
668,15,12/6/1960,R/15/1429B,0,0,0,0,1,0
2637,38,12/1/1983,R/38/416,0,0,0,0,1,0
512,12,9/3/1957,R/12/130C,0,0,0,0,0,0
470,11,11/3/1956,R/11/84B,0,0,0,0,0,0
319,7,10/2/1952,R/7/69,0,0,0,1,0,0
396,9,9/2/1954,R/9/60,0,0,0,0,1,0
426,10,10/1/1955,R/10/229,0,0,0,0,1,0
464,11,11/2/1956,R/11/39A,0,0,0,0,0,0
506,12,9/6/1957,R/12/52,0,0,0,1,0,0
507,12,9/6/1957,R/12/55,0,0,0,0,0,0
46,2,9/4/1947,R/2/299,0,0,0,0,0,0
540,13,9/3/1958,R/13/55,0,0,0,0,0,0
644,15,11/5/1960,R/15/817B,0,0,0,0,0,0
680,15,3/1/1961,R/15/1594,0,0,0,0,1,0
729,16,9/7/1961,R/16/74,0,0,0,0,0,0
730,16,9/7/1961,R/16/77,0,0,0,0,0,0
137,3,4/2/1949,R/3/47A,1,0,0,0,0,0
136,3,4/1/1949,R/3/36B,0,0,0,0,0,0
321,7,10/6/1952,R/7/132B,0,0,0,0,0,0
393,9,9/2/1954,R/9/41,0,0,0,1,0,0
394,9,9/2/1954,R/9/51,0,0,0,0,1,0
424,10,9/3/1955,R/10 65,0,0,0,0,1,0
425,10,9/3/1955,R/10/196,0,0,0,0,1,0
463,11,11/7/1956,R/11/23,0,0,0,0,0,0
465,11,11/2/1956,R/11/39B,0,0,0,1,0,0
466,11,11/2/1956,R/11/46,0,0,0,0,1,0
508,12,9/6/1957,R/12/59,0,0,0,0,1,0
639,15,10/2/1960,R/15/650A,0,0,1,0,0,0
638,15,10/1/1960,R/15/614,0,0,0,0,0,0
637,15,10/1/1960,R/15/611,0,0,0,0,0,0
795,16,6/1/1962,R/16/1398,0,0,0,0,1,0
806,17,9/1/1962,R/17/97,0,0,0,0,0,0
921,21,9/4/1966,,0,0,0,0,0,0
778,16,12/2/1961,R/16/1156A,0,0,0,0,0,0
953,21,12/6/1966,,0,0,0,0,0,0
732,16,10/4/1961,R/16/406,0,0,0,0,0,0
910,20,12/5/1965,,0,0,0,0,1,0
712,15,4/5/1961,R/15/455,0,0,0,0,1,0
708,15,4/5/1961,R/15/448,1,0,0,0,0,0
731,16,10/4/1961,R/16/398,0,0,0,0,0,0
238,4,12/3/1949,R/4/613,0,0,0,0,1,0
725,15,4/5/1961,R/15/506A,0,0,0,0,0,0
138,3,4/2/1949,R/3/47B,1,0,0,0,0,0
723,15,4/5/1961,R/15/504,0,0,0,0,0,0
